audit_id,supplier_id,audit_date,standard,clause,finding_type,severity,description,corrective_action_required,corrective_action_description,due_date,closure_date,status
AUD-00756,SPLR-016,5/18/2024,ISO 9001:2015,8.1,Observation,Minor,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,6/24/2024,7/4/2024,Closed
AUD-00757,SPLR-011,11/30/2024,ISO 9001:2015,7.2,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Integrate risk assessment into supplier evaluation template.,2/3/2025,1/26/2025,Closed
AUD-00758,SPLR-088,8/25/2022,IATF 16949,7.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Document action items and track their closure status.,11/10/2022,11/19/2022,Closed
AUD-00759,SPLR-061,2/8/2025,IATF 16949,7.1,Observation,Minor,Traceability records incomplete for critical components.,Yes,Conduct training sessions and maintain attendance logs.,5/3/2025,4/27/2025,Closed
AUD-00760,SPLR-016,1/27/2022,IATF 16949,5.1,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Define and communicate complaint handling procedure.,3/31/2022,3/26/2022,Closed
AUD-00761,SPLR-044,3/31/2024,ISO 9001:2015,9.2,Non-conformance,Major,Control of non-conforming product is not effectively implemented.,Yes,Update calibration records and schedule preventive calibration.,5/23/2024,5/25/2024,Closed
AUD-00762,SPLR-076,9/9/2022,ISO 9001:2015,10.2,Observation,Major,Traceability records incomplete for critical components.,Yes,Define and communicate complaint handling procedure.,10/26/2022,11/22/2022,Closed
AUD-00763,SPLR-019,12/31/2023,IATF 16949,10.2,Observation,Minor,Traceability records incomplete for critical components.,Yes,Define and communicate complaint handling procedure.,3/2/2024,3/9/2024,Closed
AUD-00764,SPLR-004,9/8/2022,IATF 16949,9.1,Non-conformance,Minor,Customer complaint process not well-defined in procedure.,Yes,Conduct training sessions and maintain attendance logs.,11/17/2022,11/15/2022,Closed
AUD-00765,SPLR-020,5/20/2022,IATF 16949,4.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,7/27/2022,8/6/2022,Closed
AUD-00766,SPLR-063,6/6/2022,IATF 16949,8.3,Observation,Major,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,8/17/2022,9/7/2022,Closed
AUD-00767,SPLR-050,1/12/2025,ISO 9001:2015,10.1,Observation,Major,Documented procedure not followed during batch production.,Yes,Enhance traceability documentation for all lot numbers.,4/8/2025,4/5/2025,Closed
AUD-00768,SPLR-085,2/10/2024,IATF 16949,8.3,Observation,Minor,Documented procedure not followed during batch production.,Yes,Revise and train staff on procedure adherence.,3/22/2024,4/16/2024,Closed
AUD-00769,SPLR-073,10/3/2024,IATF 16949,5.2,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Enhance traceability documentation for all lot numbers.,12/3/2024,11/30/2024,Closed
AUD-00770,SPLR-076,9/1/2024,ISO 9001:2015,8.1,Observation,Major,Documented procedure not followed during batch production.,Yes,Enhance traceability documentation for all lot numbers.,10/17/2024,11/7/2024,Closed
AUD-00771,SPLR-047,8/6/2023,IATF 16949,4.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Document action items and track their closure status.,9/7/2023,9/5/2023,Closed
AUD-00772,SPLR-045,11/30/2023,IATF 16949,5.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,1/21/2024,2/6/2024,Closed
AUD-00773,SPLR-040,5/23/2023,ISO 9001:2015,9.1,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Document action items and track their closure status.,6/27/2023,6/21/2023,Closed
AUD-00774,SPLR-073,12/14/2022,ISO 9001:2015,8.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Revise and train staff on procedure adherence.,2/11/2023,2/28/2023,Closed
AUD-00775,SPLR-050,2/11/2022,IATF 16949,10.1,Observation,Minor,Documented procedure not followed during batch production.,Yes,Develop and follow a strict maintenance timetable.,4/6/2022,5/2/2022,Closed
AUD-00776,SPLR-098,9/27/2024,ISO 9001:2015,9.2,Observation,Minor,Inadequate training records for new operators.,Yes,Develop and follow a strict maintenance timetable.,11/27/2024,12/19/2024,Closed
AUD-00777,SPLR-069,9/6/2023,IATF 16949,8.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Define and communicate complaint handling procedure.,11/15/2023,11/9/2023,Closed
AUD-00778,SPLR-080,6/28/2023,ISO 9001:2015,6.1,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Enhance traceability documentation for all lot numbers.,9/17/2023,9/21/2023,Closed
AUD-00779,SPLR-061,4/27/2025,IATF 16949,6.3,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Document action items and track their closure status.,7/17/2025,8/9/2025,Open
AUD-00780,SPLR-056,12/13/2023,ISO 9001:2015,9.1,Observation,Minor,Supplier evaluation process missing risk assessment steps.,Yes,Expand audit scope and ensure full coverage.,3/3/2024,3/12/2024,Closed
AUD-00781,SPLR-024,4/28/2024,IATF 16949,6.3,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Expand audit scope and ensure full coverage.,6/26/2024,7/21/2024,Closed
AUD-00782,SPLR-069,3/27/2025,IATF 16949,6.1,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Integrate risk assessment into supplier evaluation template.,6/24/2025,7/24/2025,Open
AUD-00783,SPLR-096,12/5/2024,ISO 9001:2015,6.2,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,1/19/2025,1/18/2025,Closed
AUD-00784,SPLR-083,4/20/2024,IATF 16949,4.3,Non-conformance,Major,Inadequate training records for new operators.,Yes,Enhance traceability documentation for all lot numbers.,6/6/2024,6/14/2024,Closed
AUD-00785,SPLR-032,4/29/2023,IATF 16949,6.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Implement formal non-conformance containment measures.,6/10/2023,6/1/2023,Closed
AUD-00786,SPLR-018,9/21/2024,IATF 16949,8.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Conduct training sessions and maintain attendance logs.,10/31/2024,11/7/2024,Closed
AUD-00787,SPLR-008,7/23/2023,ISO 9001:2015,9.1,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Define and communicate complaint handling procedure.,10/11/2023,10/2/2023,Closed
AUD-00788,SPLR-031,9/3/2023,ISO 9001:2015,7.1,Non-conformance,Minor,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,10/28/2023,10/26/2023,Closed
AUD-00789,SPLR-099,12/4/2024,IATF 16949,9.1,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,2/10/2025,2/7/2025,Closed
AUD-00790,SPLR-023,4/11/2025,IATF 16949,6.2,Non-conformance,Major,Traceability records incomplete for critical components.,Yes,Conduct training sessions and maintain attendance logs.,5/20/2025,5/16/2025,Closed
AUD-00791,SPLR-048,6/19/2024,IATF 16949,6.3,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,8/19/2024,9/12/2024,Closed
AUD-00792,SPLR-047,1/22/2025,IATF 16949,9.1,Observation,Major,Inadequate training records for new operators.,Yes,Integrate risk assessment into supplier evaluation template.,4/18/2025,4/17/2025,Closed
AUD-00793,SPLR-089,9/24/2023,ISO 9001:2015,9.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,12/16/2023,12/9/2023,Closed
AUD-00794,SPLR-057,2/5/2025,IATF 16949,7.1,Observation,Minor,Preventive maintenance schedule not adhered to.,Yes,Update calibration records and schedule preventive calibration.,4/10/2025,4/15/2025,Closed
AUD-00795,SPLR-021,3/15/2024,IATF 16949,7.1,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,5/3/2024,5/6/2024,Closed
AUD-00796,SPLR-043,4/12/2024,ISO 9001:2015,6.1,Observation,Minor,Lack of evidence for calibration records of measuring equipment.,Yes,Define and communicate complaint handling procedure.,6/11/2024,6/27/2024,Closed
AUD-00797,SPLR-094,11/25/2022,IATF 16949,9.2,Observation,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Develop and follow a strict maintenance timetable.,1/20/2023,2/17/2023,Closed
AUD-00798,SPLR-001,2/26/2022,ISO 9001:2015,9.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Define and communicate complaint handling procedure.,5/17/2022,5/15/2022,Closed
AUD-00799,SPLR-067,9/18/2023,IATF 16949,10.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Update calibration records and schedule preventive calibration.,10/28/2023,11/2/2023,Closed
AUD-00800,SPLR-042,10/17/2023,IATF 16949,9.1,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Integrate risk assessment into supplier evaluation template.,11/27/2023,12/24/2023,Closed
AUD-00801,SPLR-074,6/22/2022,IATF 16949,7.3,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,9/16/2022,9/30/2022,Closed
AUD-00802,SPLR-007,2/17/2022,ISO 9001:2015,4.2,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Conduct training sessions and maintain attendance logs.,4/4/2022,4/4/2022,Closed
AUD-00803,SPLR-016,6/17/2023,ISO 9001:2015,4.2,Non-conformance,Major,Preventive maintenance schedule not adhered to.,Yes,Implement formal non-conformance containment measures.,9/15/2023,10/11/2023,Closed
AUD-00804,SPLR-037,7/18/2024,IATF 16949,5.1,Observation,Major,Inadequate training records for new operators.,Yes,Conduct training sessions and maintain attendance logs.,8/29/2024,9/5/2024,Closed
AUD-00805,SPLR-094,9/24/2022,IATF 16949,6.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Conduct training sessions and maintain attendance logs.,12/15/2022,12/23/2022,Closed
AUD-00806,SPLR-080,1/5/2023,IATF 16949,5.2,Observation,Minor,Documented procedure not followed during batch production.,Yes,Integrate risk assessment into supplier evaluation template.,2/20/2023,2/25/2023,Closed
AUD-00807,SPLR-089,1/28/2024,IATF 16949,4.3,Observation,Minor,Documented procedure not followed during batch production.,Yes,Define and communicate complaint handling procedure.,3/6/2024,3/16/2024,Closed
AUD-00808,SPLR-008,2/25/2024,IATF 16949,10.2,Non-conformance,Major,Supplier evaluation process missing risk assessment steps.,Yes,Update calibration records and schedule preventive calibration.,4/1/2024,4/26/2024,Closed
AUD-00809,SPLR-001,4/26/2023,IATF 16949,7.3,Observation,Major,Management review records lack evidence of action tracking.,Yes,Document action items and track their closure status.,7/10/2023,7/2/2023,Closed
AUD-00810,SPLR-023,9/12/2023,IATF 16949,7.3,Observation,Minor,Control of non-conforming product is not effectively implemented.,Yes,Expand audit scope and ensure full coverage.,10/14/2023,11/10/2023,Closed
AUD-00811,SPLR-091,10/28/2024,IATF 16949,7.2,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Implement formal non-conformance containment measures.,12/2/2024,12/12/2024,Closed
AUD-00812,SPLR-096,6/18/2023,ISO 9001:2015,6.2,Observation,Major,Documented procedure not followed during batch production.,Yes,Implement formal non-conformance containment measures.,8/18/2023,8/25/2023,Closed
AUD-00813,SPLR-022,8/3/2023,IATF 16949,10.2,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Expand audit scope and ensure full coverage.,9/22/2023,10/9/2023,Closed
AUD-00814,SPLR-024,11/6/2022,IATF 16949,4.2,Non-conformance,Major,Inadequate training records for new operators.,Yes,Implement formal non-conformance containment measures.,12/9/2022,12/13/2022,Closed
AUD-00815,SPLR-006,6/17/2023,ISO 9001:2015,9.2,Observation,Major,Customer complaint process not well-defined in procedure.,Yes,Enhance traceability documentation for all lot numbers.,7/24/2023,8/14/2023,Closed
AUD-00816,SPLR-016,2/22/2025,IATF 16949,8.3,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Update calibration records and schedule preventive calibration.,5/17/2025,5/16/2025,Closed
AUD-00817,SPLR-073,2/22/2023,IATF 16949,5.3,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Expand audit scope and ensure full coverage.,5/15/2023,5/22/2023,Closed
AUD-00818,SPLR-087,12/13/2024,ISO 9001:2015,7.1,Non-conformance,Major,Lack of evidence for calibration records of measuring equipment.,Yes,Conduct training sessions and maintain attendance logs.,3/2/2025,3/23/2025,Closed
AUD-00819,SPLR-042,2/23/2022,IATF 16949,5.1,Non-conformance,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,5/1/2022,4/27/2022,Closed
AUD-00820,SPLR-043,6/16/2022,IATF 16949,9.1,Non-conformance,Major,Customer complaint process not well-defined in procedure.,Yes,Integrate risk assessment into supplier evaluation template.,8/23/2022,8/13/2022,Closed
AUD-00821,SPLR-096,10/28/2023,ISO 9001:2015,5.2,Non-conformance,Major,Documented procedure not followed during batch production.,Yes,Integrate risk assessment into supplier evaluation template.,12/17/2023,12/10/2023,Closed
AUD-00822,SPLR-012,7/9/2022,IATF 16949,6.3,Non-conformance,Minor,Control of non-conforming product is not effectively implemented.,Yes,Conduct training sessions and maintain attendance logs.,9/26/2022,10/11/2022,Closed
AUD-00823,SPLR-063,11/30/2022,IATF 16949,8.1,Observation,Major,Supplier evaluation process missing risk assessment steps.,Yes,Implement formal non-conformance containment measures.,1/6/2023,1/15/2023,Closed
AUD-00824,SPLR-058,9/26/2022,IATF 16949,5.1,Observation,Major,Preventive maintenance schedule not adhered to.,Yes,Expand audit scope and ensure full coverage.,11/7/2022,11/28/2022,Closed
AUD-00825,SPLR-056,7/4/2023,IATF 16949,4.3,Observation,Minor,Traceability records incomplete for critical components.,Yes,Develop and follow a strict maintenance timetable.,9/11/2023,9/12/2023,Closed
AUD-00826,SPLR-068,3/24/2022,IATF 16949,8.3,Non-conformance,Major,Inadequate training records for new operators.,Yes,Implement formal non-conformance containment measures.,6/21/2022,7/12/2022,Closed
AUD-00827,SPLR-088,8/16/2024,IATF 16949,4.3,Observation,Minor,Customer complaint process not well-defined in procedure.,Yes,Integrate risk assessment into supplier evaluation template.,9/24/2024,9/22/2024,Closed
AUD-00828,SPLR-006,12/7/2024,IATF 16949,7.1,Non-conformance,Major,Management review records lack evidence of action tracking.,Yes,Revise and train staff on procedure adherence.,2/10/2025,2/4/2025,Closed
AUD-00829,SPLR-075,4/25/2024,ISO 9001:2015,7.2,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,6/16/2024,6/22/2024,Closed
AUD-00830,SPLR-054,8/22/2022,IATF 16949,5.3,Observation,Major,Control of non-conforming product is not effectively implemented.,Yes,Enhance traceability documentation for all lot numbers.,9/23/2022,9/18/2022,Closed
AUD-00831,SPLR-028,4/17/2025,IATF 16949,8.3,Non-conformance,Minor,Management review records lack evidence of action tracking.,Yes,Integrate risk assessment into supplier evaluation template.,6/7/2025,6/8/2025,Open
